Modenumber, Lambda (um), beta  (per um), alpha/2  (per um), k0  (per um); Thickness=1 um
0,0.4628,6.177368694992E+01,1.570992516973E+00,1.357646849672E+01
0,0.4635,6.159200748575E+01,1.552605090746E+00,1.355546487743E+01
0,0.4642,6.141118665028E+01,1.534459064269E+00,1.353446125814E+01
0,0.4650,6.123121574255E+01,1.516550650649E+00,1.351345763885E+01
0,0.4657,6.105208617890E+01,1.498876134858E+00,1.349245401955E+01
0,0.4664,6.087378949096E+01,1.481431872109E+00,1.347145040026E+01
0,0.4671,6.069631732379E+01,1.464214286284E+00,1.345044678096E+01
0,0.4679,6.051966143394E+01,1.447219868400E+00,1.342944316167E+01
0,0.4686,6.034381368759E+01,1.430445175113E+00,1.340843954238E+01
0,0.4693,6.016876605876E+01,1.413886827261E+00,1.338743592309E+01
0,0.4701,5.999451062750E+01,1.397541508448E+00,1.336643230379E+01
0,0.4708,5.982103957817E+01,1.381405963658E+00,1.334542868450E+01
0,0.4716,5.964834519768E+01,1.365476997911E+00,1.332442506520E+01
0,0.4723,5.947641987385E+01,1.349751474948E+00,1.330342144591E+01
0,0.4730,5.930525609376E+01,1.334226315953E+00,1.328241782662E+01
0,0.4738,5.913484644209E+01,1.318898498303E+00,1.326141420733E+01
0,0.4745,5.896518359959E+01,1.303765054357E+00,1.324041058803E+01
0,0.4753,5.879626034148E+01,1.288823070262E+00,1.321940696874E+01
0,0.4761,5.862806953595E+01,1.274069684808E+00,1.319840334944E+01
0,0.4768,5.846060414266E+01,1.259502088290E+00,1.317739973015E+01
0,0.4776,5.829385721126E+01,1.245117521419E+00,1.315639611086E+01
0,0.4783,5.812782187996E+01,1.230913274240E+00,1.313539249157E+01
0,0.4791,5.796249137411E+01,1.216886685096E+00,1.311438887227E+01
0,0.4799,5.779785900482E+01,1.203035139600E+00,1.309338525298E+01
0,0.4806,5.763391816761E+01,1.189356069645E+00,1.307238163369E+01
0,0.4814,5.747066234104E+01,1.175846952434E+00,1.305137801439E+01
0,0.4822,5.730808508545E+01,1.162505309526E+00,1.303037439510E+01
0,0.4830,5.714618004163E+01,1.149328705922E+00,1.300937077581E+01
0,0.4838,5.698494092958E+01,1.136314749153E+00,1.298836715651E+01
0,0.4845,5.682436154729E+01,1.123461088407E+00,1.296736353722E+01
0,0.4853,5.666443576948E+01,1.110765413668E+00,1.294635991793E+01
0,0.4861,5.650515754644E+01,1.098225454876E+00,1.292535629863E+01
0,0.4869,5.634652090287E+01,1.085838981109E+00,1.290435267934E+01
0,0.4877,5.618851993670E+01,1.073603799785E+00,1.288334906005E+01
0,0.4885,5.603114881798E+01,1.061517755880E+00,1.286234544075E+01
0,0.4893,5.587440178776E+01,1.049578731169E+00,1.284134182146E+01
0,0.4901,5.571827315703E+01,1.037784643478E+00,1.282033820217E+01
0,0.4909,5.556275730563E+01,1.026133445961E+00,1.279933458287E+01
0,0.4917,5.540784868121E+01,1.014623126389E+00,1.277833096358E+01
0,0.4925,5.525354179819E+01,1.003251706457E+00,1.275732734429E+01
0,0.4933,5.509983123678E+01,9.920172411057E-01,1.273632372499E+01
0,0.4941,5.494671164195E+01,9.809178178640E-01,1.271532010570E+01
0,0.4950,5.479417772247E+01,9.699515561987E-01,1.269431648641E+01
0,0.4958,5.464222424998E+01,9.591166068858E-01,1.267331286711E+01
0,0.4966,5.449084605801E+01,9.484111513925E-01,1.265230924782E+01
0,0.4974,5.434003804107E+01,9.378334012752E-01,1.263130562853E+01
0,0.4983,5.418979515377E+01,9.273815975901E-01,1.261030200924E+01
0,0.4991,5.404011240987E+01,9.170540103177E-01,1.258929838994E+01
0,0.4999,5.389098488149E+01,9.068489378001E-01,1.256829477065E+01
0,0.5008,5.374240769816E+01,8.967647061910E-01,1.254729115135E+01
0,0.5016,5.359437604605E+01,8.867996689185E-01,1.252628753206E+01
0,0.5024,5.344688516708E+01,8.769522061586E-01,1.250528391277E+01
0,0.5033,5.329993035817E+01,8.672207243227E-01,1.248428029348E+01
0,0.5041,5.315350697037E+01,8.576036555537E-01,1.246327667418E+01
0,0.5050,5.300761040813E+01,8.480994572362E-01,1.244227305489E+01
0,0.5058,5.286223612849E+01,8.387066115148E-01,1.242126943559E+01
0,0.5067,5.271737964033E+01,8.294236248254E-01,1.240026581630E+01
0,0.5076,5.257303650365E+01,8.202490274349E-01,1.237926219701E+01
0,0.5084,5.242920232878E+01,8.111813729922E-01,1.235825857772E+01
0,0.5093,5.228587277572E+01,8.022192380886E-01,1.233725495842E+01
0,0.5102,5.214304355338E+01,7.933612218275E-01,1.231625133913E+01
0,0.5110,5.200071041893E+01,7.846059454041E-01,1.229524771984E+01
0,0.5119,5.185886917705E+01,7.759520516935E-01,1.227424410054E+01
0,0.5128,5.171751567934E+01,7.673982048480E-01,1.225324048125E+01
0,0.5137,5.157664582360E+01,7.589430899034E-01,1.223223686196E+01
0,0.5145,5.143625555317E+01,7.505854123931E-01,1.221123324266E+01
0,0.5154,5.129634085635E+01,7.423238979706E-01,1.219022962337E+01
0,0.5163,5.115689776570E+01,7.341572920408E-01,1.216922600408E+01
0,0.5172,5.101792235748E+01,7.260843593977E-01,1.214822238478E+01
0,0.5181,5.087941075101E+01,7.181038838716E-01,1.212721876549E+01
0,0.5190,5.074135910807E+01,7.102146679819E-01,1.210621514620E+01
0,0.5199,5.060376363233E+01,7.024155325984E-01,1.208521152690E+01
0,0.5208,5.046662056876E+01,6.947053166098E-01,1.206420790761E+01
0,0.5217,5.032992620306E+01,6.870828765979E-01,1.204320428832E+01
0,0.5226,5.019367686109E+01,6.795470865204E-01,1.202220066902E+01
0,0.5235,5.005786890836E+01,6.720968373985E-01,1.200119704973E+01
0,0.5245,4.992249874945E+01,6.647310370123E-01,1.198019343044E+01
0,0.5254,4.978756282746E+01,6.574486096021E-01,1.195918981114E+01
0,0.5263,4.965305762356E+01,6.502484955754E-01,1.193818619185E+01
0,0.5272,4.951897965640E+01,6.431296512207E-01,1.191718257256E+01
0,0.5282,4.938532548162E+01,6.360910484267E-01,1.189617895326E+01
0,0.5291,4.925209169141E+01,6.291316744072E-01,1.187517533397E+01
0,0.5300,4.911927491391E+01,6.222505314321E-01,1.185417171468E+01
0,0.5310,4.898687181284E+01,6.154466365630E-01,1.183316809538E+01
0,0.5319,4.885487908694E+01,6.087190213953E-01,1.181216447609E+01
0,0.5329,4.872329346955E+01,6.020667318046E-01,1.179116085680E+01
0,0.5338,4.859211172814E+01,5.954888276984E-01,1.177015723750E+01
0,0.5348,4.846133066384E+01,5.889843827732E-01,1.174915361821E+01
0,0.5357,4.833094711102E+01,5.825524842760E-01,1.172814999892E+01
0,0.5367,4.820095793682E+01,5.761922327711E-01,1.170714637962E+01
0,0.5377,4.807136004075E+01,5.699027419105E-01,1.168614276033E+01
0,0.5386,4.794215035426E+01,5.636831382106E-01,1.166513914104E+01
0,0.5396,4.781332584028E+01,5.575325608312E-01,1.164413552174E+01
0,0.5406,4.768488349289E+01,5.514501613610E-01,1.162313190245E+01
0,0.5416,4.755682033682E+01,5.454351036057E-01,1.160212828316E+01
0,0.5425,4.742913342713E+01,5.394865633808E-01,1.158112466386E+01
0,0.5435,4.730181984877E+01,5.336037283092E-01,1.156012104457E+01
0,0.5445,4.717487671620E+01,5.277857976214E-01,1.153911742528E+01
0,0.5455,4.704830117305E+01,5.220319819607E-01,1.151811380598E+01
0,0.5465,4.692209039167E+01,5.163415031917E-01,1.149711018669E+01
0,0.5475,4.679624157284E+01,5.107135942125E-01,1.147610656740E+01
0,0.5485,4.667075194534E+01,5.051474987708E-01,1.145510294810E+01
0,0.5495,4.654561876566E+01,4.996424712833E-01,1.143409932881E+01
0,0.5505,4.642083931757E+01,4.941977766588E-01,1.141309570952E+01
0,0.5515,4.629641091184E+01,4.888126901243E-01,1.139209209023E+01
0,0.5526,4.617233088586E+01,4.834864970549E-01,1.137108847093E+01
0,0.5536,4.604859660331E+01,4.782184928067E-01,1.135008485164E+01
0,0.5546,4.592520545386E+01,4.730079825530E-01,1.132908123234E+01
0,0.5556,4.580215485279E+01,4.678542811233E-01,1.130807761305E+01
0,0.5567,4.567944224070E+01,4.627567128458E-01,1.128707399376E+01
0,0.5577,4.555706508320E+01,4.577146113923E-01,1.126607037447E+01
0,0.5588,4.543502087058E+01,4.527273196271E-01,1.124506675517E+01
0,0.5598,4.531330711751E+01,4.477941894572E-01,1.122406313588E+01
0,0.5608,4.519192136274E+01,4.429145816866E-01,1.120305951658E+01
0,0.5619,4.507086116879E+01,4.380878658727E-01,1.118205589729E+01
0,0.5630,4.495012412168E+01,4.333134201856E-01,1.116105227800E+01
0,0.5640,4.482970783061E+01,4.285906312697E-01,1.114004865871E+01
0,0.5651,4.470960992770E+01,4.239188941087E-01,1.111904503941E+01
0,0.5662,4.458982806770E+01,4.192976118915E-01,1.109804142012E+01
0,0.5672,4.447035992771E+01,4.147261958827E-01,1.107703780083E+01
0,0.5683,4.435120320690E+01,4.102040652935E-01,1.105603418153E+01
0,0.5694,4.423235562627E+01,4.057306471562E-01,1.103503056224E+01
0,0.5705,4.411381492834E+01,4.013053762008E-01,1.101402694295E+01
0,0.5716,4.399557887695E+01,3.969276947331E-01,1.099302332365E+01
0,0.5727,4.387764525693E+01,3.925970525163E-01,1.097201970436E+01
0,0.5738,4.376001187392E+01,3.883129066535E-01,1.095101608507E+01
0,0.5749,4.364267655405E+01,3.840747214731E-01,1.093001246577E+01
0,0.5760,4.352563714374E+01,3.798819684162E-01,1.090900884648E+01
0,0.5771,4.340889150946E+01,3.757341259255E-01,1.088800522719E+01
0,0.5782,4.329243753746E+01,3.716306793370E-01,1.086700160789E+01
0,0.5793,4.317627313355E+01,3.675711207729E-01,1.084599798860E+01
0,0.5804,4.306039622287E+01,3.635549490370E-01,1.082499436931E+01
0,0.5816,4.294480474965E+01,3.595816695114E-01,1.080399075001E+01
0,0.5827,4.282949667701E+01,3.556507940557E-01,1.078298713072E+01
0,0.5838,4.271446998670E+01,3.517618409073E-01,1.076198351143E+01
0,0.5850,4.259972267891E+01,3.479143345842E-01,1.074097989213E+01
0,0.5861,4.248525277204E+01,3.441078057886E-01,1.071997627284E+01
0,0.5873,4.237105830248E+01,3.403417913132E-01,1.069897265355E+01
0,0.5884,4.225713732443E+01,3.366158339485E-01,1.067796903425E+01
0,0.5896,4.214348790965E+01,3.329294823918E-01,1.065696541496E+01
0,0.5907,4.203010814729E+01,3.292822911579E-01,1.063596179567E+01
0,0.5919,4.191699614366E+01,3.256738204917E-01,1.061495817637E+01
0,0.5931,4.180415002205E+01,3.221036362813E-01,1.059395455708E+01
0,0.5943,4.169156792255E+01,3.185713099739E-01,1.057295093779E+01
0,0.5955,4.157924800180E+01,3.150764184923E-01,1.055194731849E+01
0,0.5966,4.146718843286E+01,3.116185441531E-01,1.053094369920E+01
0,0.5978,4.135538740499E+01,3.081972745863E-01,1.050994007991E+01
0,0.5990,4.124384312347E+01,3.048122026561E-01,1.048893646062E+01
0,0.6002,4.113255380941E+01,3.014629263836E-01,1.046793284132E+01
0,0.6014,4.102151769958E+01,2.981490488702E-01,1.044692922203E+01
0,0.6027,4.091073304623E+01,2.948701782226E-01,1.042592560273E+01
0,0.6039,4.080019811692E+01,2.916259274790E-01,1.040492198344E+01
0,0.6051,4.068991119433E+01,2.884159145370E-01,1.038391836415E+01
0,0.6063,4.057987057610E+01,2.852397620816E-01,1.036291474486E+01
0,0.6075,4.047007457465E+01,2.820970975159E-01,1.034191112556E+01
0,0.6088,4.036052151703E+01,2.789875528918E-01,1.032090750627E+01
0,0.6100,4.025120974476E+01,2.759107648421E-01,1.029990388697E+01
0,0.6113,4.014213761363E+01,2.728663745145E-01,1.027890026768E+01
0,0.6125,4.003330349359E+01,2.698540275058E-01,1.025789664839E+01
0,0.6138,3.992470576856E+01,2.668733737973E-01,1.023689302910E+01
0,0.6150,3.981634283627E+01,2.639240676920E-01,1.021588940980E+01
0,0.6163,3.970821310814E+01,2.610057677521E-01,1.019488579051E+01
0,0.6176,3.960031500910E+01,2.581181367376E-01,1.017388217122E+01
0,0.6189,3.949264697743E+01,2.552608415467E-01,1.015287855192E+01
0,0.6201,3.938520746466E+01,2.524335531559E-01,1.013187493263E+01
0,0.6214,3.927799493537E+01,2.496359465621E-01,1.011087131334E+01
0,0.6227,3.917100786709E+01,2.468677007257E-01,1.008986769404E+01
0,0.6240,3.906424475011E+01,2.441284985136E-01,1.006886407475E+01
0,0.6253,3.895770408740E+01,2.414180266443E-01,1.004786045546E+01
0,0.6266,3.885138439442E+01,2.387359756331E-01,1.002685683616E+01
0,0.6280,3.874528419901E+01,2.360820397389E-01,1.000585321687E+01
0,0.6293,3.863940204126E+01,2.334559169108E-01,9.984849597575E+00
0,0.6306,3.853373647334E+01,2.308573087371E-01,9.963845978282E+00
0,0.6319,3.842828605941E+01,2.282859203936E-01,9.942842358989E+00
0,0.6333,3.832304937548E+01,2.257414605936E-01,9.921838739696E+00
0,0.6346,3.821802500928E+01,2.232236415384E-01,9.900835120403E+00
0,0.6360,3.811321156011E+01,2.207321788691E-01,9.879831501110E+00
0,0.6373,3.800860763875E+01,2.182667916183E-01,9.858827881817E+00
0,0.6387,3.790421186733E+01,2.158272021631E-01,9.837824262522E+00
0,0.6400,3.780002287919E+01,2.134131361792E-01,9.816820643229E+00
0,0.6414,3.769603931878E+01,2.110243225950E-01,9.795817023936E+00
0,0.6428,3.759225984152E+01,2.086604935466E-01,9.774813404643E+00
0,0.6442,3.748868311371E+01,2.063213843342E-01,9.753809785350E+00
0,0.6456,3.738530781240E+01,2.040067333783E-01,9.732806166058E+00
0,0.6470,3.728213262528E+01,2.017162821768E-01,9.711802546765E+00
0,0.6484,3.717915625053E+01,1.994497752636E-01,9.690798927469E+00
0,0.6498,3.707637739680E+01,1.972069601664E-01,9.669795308176E+00
0,0.6512,3.697379478300E+01,1.949875873664E-01,9.648791688884E+00
0,0.6526,3.687140713825E+01,1.927914102583E-01,9.627788069591E+00
0,0.6540,3.676921320176E+01,1.906181851104E-01,9.606784450298E+00
0,0.6555,3.666721172270E+01,1.884676710260E-01,9.585780831005E+00
0,0.6569,3.656540146016E+01,1.863396299052E-01,9.564777211712E+00
0,0.6584,3.646378118296E+01,1.842338264070E-01,9.543773592417E+00
0,0.6598,3.636234966963E+01,1.821500279124E-01,9.522769973124E+00
0,0.6613,3.626110570823E+01,1.800880044877E-01,9.501766353831E+00
0,0.6627,3.616004809633E+01,1.780475288490E-01,9.480762734538E+00
0,0.6642,3.605917564085E+01,1.760283763262E-01,9.459759115245E+00
0,0.6657,3.595848715801E+01,1.740303248284E-01,9.438755495952E+00
0,0.6672,3.585798147318E+01,1.720531548099E-01,9.417751876659E+00
0,0.6687,3.575765742084E+01,1.700966492359E-01,9.396748257364E+00
0,0.6702,3.565751384445E+01,1.681605935496E-01,9.375744638071E+00
0,0.6717,3.555754959638E+01,1.662447756394E-01,9.354741018778E+00
0,0.6732,3.545776353780E+01,1.643489858063E-01,9.333737399485E+00
0,0.6747,3.535815453862E+01,1.624730167326E-01,9.312733780192E+00
0,0.6762,3.525872147734E+01,1.606166634502E-01,9.291730160899E+00
0,0.6777,3.515946324103E+01,1.587797233101E-01,9.270726541606E+00
0,0.6793,3.506037872521E+01,1.569619959518E-01,9.249722922313E+00
0,0.6808,3.496146683377E+01,1.551632832737E-01,9.228719303018E+00
0,0.6824,3.486272647888E+01,1.533833894033E-01,9.207715683725E+00
0,0.6839,3.476415658091E+01,1.516221206684E-01,9.186712064432E+00
0,0.6855,3.466575606835E+01,1.498792855685E-01,9.165708445139E+00
0,0.6871,3.456752387771E+01,1.481546947466E-01,9.144704825846E+00
0,0.6887,3.446945895346E+01,1.464481609617E-01,9.123701206553E+00
0,0.6903,3.437156024797E+01,1.447594990610E-01,9.102697587260E+00
0,0.6919,3.427382672136E+01,1.430885259537E-01,9.081693967965E+00
0,0.6935,3.417625734150E+01,1.414350605837E-01,9.060690348672E+00
0,0.6951,3.407885108389E+01,1.397989239043E-01,9.039686729379E+00
0,0.6967,3.398160693157E+01,1.381799388516E-01,9.018683110086E+00
0,0.6983,3.388452387511E+01,1.365779303200E-01,8.997679490793E+00
0,0.6999,3.378760091244E+01,1.349927251367E-01,8.976675871500E+00
0,0.7016,3.369083704888E+01,1.334241520371E-01,8.955672252207E+00
0,0.7032,3.359423129698E+01,1.318720416408E-01,8.934668632912E+00
0,0.7049,3.349778267648E+01,1.303362264276E-01,8.913665013619E+00
0,0.7066,3.340149021428E+01,1.288165407138E-01,8.892661394326E+00
0,0.7082,3.330535294430E+01,1.273128206292E-01,8.871657775033E+00
0,0.7099,3.320936990744E+01,1.258249040942E-01,8.850654155740E+00
0,0.7116,3.311354015152E+01,1.243526307972E-01,8.829650536447E+00
0,0.7133,3.301786273121E+01,1.228958421722E-01,8.808646917154E+00
0,0.7150,3.292233670795E+01,1.214543813775E-01,8.787643297859E+00
0,0.7167,3.282696114990E+01,1.200280932735E-01,8.766639678566E+00
0,0.7184,3.273173513185E+01,1.186168244016E-01,8.745636059273E+00
0,0.7202,3.263665773519E+01,1.172204229636E-01,8.724632439980E+00
0,0.7219,3.254172804779E+01,1.158387388007E-01,8.703628820687E+00
0,0.7237,3.244694516401E+01,1.144716233731E-01,8.682625201394E+00
0,0.7254,3.235230818458E+01,1.131189297400E-01,8.661621582101E+00
0,0.7272,3.225781621656E+01,1.117805125400E-01,8.640617962808E+00
0,0.7289,3.216346837326E+01,1.104562279715E-01,8.619614343513E+00
0,0.7307,3.206926377423E+01,1.091459337733E-01,8.598610724220E+00
0,0.7325,3.197520154512E+01,1.078494892058E-01,8.577607104927E+00
0,0.7343,3.188128081770E+01,1.065667550324E-01,8.556603485634E+00
0,0.7361,3.178750072975E+01,1.052975935007E-01,8.535599866341E+00
0,0.7379,3.169386042500E+01,1.040418683248E-01,8.514596247048E+00
0,0.7398,3.160035905312E+01,1.027994446674E-01,8.493592627755E+00
0,0.7416,3.150699576961E+01,1.015701891215E-01,8.472589008460E+00
0,0.7434,3.141376973577E+01,1.003539696938E-01,8.451585389167E+00
0,0.7453,3.132068011866E+01,9.915065578691E-02,8.430581769874E+00
0,0.7471,3.122772609100E+01,9.796011818292E-02,8.409578150581E+00
0,0.7490,3.113490683114E+01,9.678222902634E-02,8.388574531288E+00
0,0.7509,3.104222152303E+01,9.561686180780E-02,8.367570911995E+00
0,0.7528,3.094966935611E+01,9.446389134783E-02,8.346567292702E+00
0,0.7547,3.085724952531E+01,9.332319378079E-02,8.325563673407E+00
0,0.7566,3.076496123098E+01,9.219464653918E-02,8.304560054114E+00
0,0.7585,3.067280367883E+01,9.107812833798E-02,8.283556434821E+00
0,0.7604,3.058077607988E+01,8.997351915934E-02,8.262552815528E+00
0,0.7624,3.048887765042E+01,8.888070023748E-02,8.241549196235E+00
0,0.7643,3.039710761194E+01,8.779955404369E-02,8.220545576942E+00
0,0.7663,3.030546519113E+01,8.672996427164E-02,8.199541957649E+00
0,0.7683,3.021394961974E+01,8.567181582286E-02,8.178538338354E+00
0,0.7702,3.012256013464E+01,8.462499479240E-02,8.157534719061E+00
0,0.7722,3.003129597768E+01,8.358938845470E-02,8.136531099768E+00
0,0.7742,2.994015639569E+01,8.256488524966E-02,8.115527480475E+00
0,0.7762,2.984914064045E+01,8.155137476887E-02,8.094523861182E+00
0,0.7782,2.975824796858E+01,8.054874774208E-02,8.073520241889E+00
0,0.7803,2.966747764154E+01,7.955689602379E-02,8.052516622596E+00
0,0.7823,2.957682892559E+01,7.857571258006E-02,8.031513003303E+00
0,0.7844,2.948630109172E+01,7.760509147548E-02,8.010509384008E+00
0,0.7864,2.939589341561E+01,7.664492786036E-02,7.989505764715E+00
0,0.7885,2.930560517759E+01,7.569511795802E-02,7.968502145422E+00
0,0.7906,2.921543566261E+01,7.475555905228E-02,7.947498526129E+00
0,0.7927,2.912538416018E+01,7.382614947516E-02,7.926494906836E+00
0,0.7948,2.903544996431E+01,7.290678859470E-02,7.905491287543E+00
0,0.7969,2.894563237352E+01,7.199737680292E-02,7.884487668250E+00
